time;knee_l_on_femur_l_in_tibia_l_fx;knee_l_on_femur_l_in_tibia_l_fy;knee_l_on_femur_l_in_tibia_l_fz;knee_l_on_femur_l_in_tibia_l_mx;knee_l_on_femur_l_in_tibia_l_my;knee_l_on_femur_l_in_tibia_l_mz;knee_l_on_femur_l_in_tibia_l_px;knee_l_on_femur_l_in_tibia_l_py;knee_l_on_femur_l_in_tibia_l_pz
1.87;-378.1945018;2721.127049;54.47408692;-51.28627705;-0.517823315;25.43589909;-0.072529555;0.449154949;1.39E-17
1.871;-381.0214064;2696.797291;53.08117834;-50.30363747;-0.505789152;25.1410432;-0.073529528;0.449004545;0
1.872;-383.8792018;2672.556499;51.69278859;-49.32009837;-0.490973399;24.81930946;-0.074540411;0.448850218;1.39E-17
1.873;-386.7660528;2648.386105;50.30914225;-48.33597749;-0.473624097;24.47008187;-0.075562348;0.44869187;1.39E-17
1.874;-389.6428306;2624.028156;48.92987627;-47.35302677;-0.457342024;24.09269729;-0.076595476;0.448529399;2.78E-17
1.875;-392.5104072;2599.472978;47.55417805;-46.37133713;-0.442001187;23.68532481;-0.077639943;0.448362703;1.39E-17
1.876;-395.3890469;2574.875624;46.18127127;-45.38983368;-0.425201095;23.24929077;-0.078695905;0.448191673;0
1.877;-398.29954;2550.373128;44.8117372;-44.40754036;-0.404827133;22.78497423;-0.079763521;0.448016201;0
1.878;-401.2405832;2525.952614;43.44531124;-43.42444524;-0.380876387;22.29192264;-0.080842951;0.447836172;0
1.879;-404.1761273;2501.381984;42.0795998;-42.4417414;-0.356293816;21.76840418;-0.081934348;0.447651472;1.39E-17
1.88;-407.104308;2476.658047;40.71372316;-41.45919778;-0.330898748;21.21413365;-0.083037879;0.447461982;0
1.881;-409.5494203;2455.589174;39.21045531;-40.40325714;-0.300289575;21.16407804;-0.084153718;0.447267577;0
1.882;-412.0354782;2434.639153;37.70982788;-39.34555616;-0.264210416;21.09013382;-0.085282041;0.44706813;1.39E-17
1.883;-414.5617013;2413.798404;36.21141816;-38.28573575;-0.222531734;20.99201865;-0.086423025;0.446863511;-2.78E-17
1.884;-417.090842;2392.85114;34.71218105;-37.2250669;-0.17828364;20.86878594;-0.087576838;0.446653588;-2.78E-17
1.885;-419.6210459;2371.792368;33.21157343;-36.16336593;-0.131448721;20.72020457;-0.088743661;0.446438225;0
1.886;-422.1745734;2350.75144;31.71081048;-35.09930148;-0.07995166;20.54658046;-0.089923679;0.446217277;0
1.887;-424.7755913;2329.854443;30.21115554;-34.03056494;-0.0212529;20.34768566;-0.091117084;0.445990601;0
1.888;-427.4235339;2309.091424;28.71239591;-32.95668003;0.044701966;20.12314263;-0.092324059;0.445758048;0
1.889;-430.0782583;2288.249183;27.2117968;-31.88019366;0.11412398;19.87231522;-0.093544782;0.445519466;-1.39E-17
1.89;-432.7374574;2267.318723;25.70919038;-30.80121218;0.186799519;19.59483094;-0.094779439;0.4452747;0
1.891;-434.894445;2246.36332;24.33658407;-29.84384375;0.213964802;19.53368335;-0.096028221;0.445023589;0
1.892;-437.1039453;2225.564243;22.96562686;-28.87855962;0.249211884;19.44549694;-0.097291322;0.444765967;0
1.893;-439.3650601;2204.908185;21.59644167;-27.90511887;0.292390614;19.32969183;-0.098568927;0.444501668;0
1.894;-441.6330061;2184.178225;20.2268255;-26.92860447;0.338648824;19.18599692;-0.099861211;0.444230521;-1.39E-17
1.895;-443.9044253;2163.361595;18.85600533;-25.94900417;0.387665517;19.01403247;-0.101168357;0.443952353;2.08E-17
1.896;-446.2047262;2142.576033;17.48536033;-24.96340961;0.442025339;18.813161;-0.102490552;0.443666981;0
1.897;-448.5636167;2121.941928;16.12051598;-23.97026767;0.504538044;18.58168777;-0.103827982;0.443374223;-1.39E-17
1.898;-450.9798994;2101.44285;14.76303783;-22.97083166;0.574715615;18.31872843;-0.105180824;0.443073892;6.94E-18
1.899;-453.4020895;2080.858809;13.40520153;-21.96897959;0.647439283;18.02518091;-0.10654924;0.442765799;-1.39E-17
1.9;-455.8258927;2060.176208;12.0455047;-20.96472776;0.722444866;17.70079226;-0.1079334;0.442449752;0
1.901;-457.1048167;2036.705905;10.81378073;-20.09820335;0.736978241;17.5627807;-0.109333475;0.442125551;-6.94E-18
1.902;-458.4272141;2013.366694;9.584862623;-19.22016385;0.759877384;17.38976437;-0.110749638;0.441792993;2.08E-17
1.903;-459.7902582;1990.139947;8.35835069;-18.3310236;0.790833907;17.1809472;-0.112182043;0.441451874;-6.94E-18
1.904;-461.1375119;1966.816572;7.130074308;-17.44106719;0.823596185;16.93872398;-0.113630833;0.441101988;-1.39E-17
1.905;-462.4639016;1943.386125;5.899304965;-16.5514871;0.857843569;16.66310876;-0.115096151;0.440743124;-1.39E-17
1.906;-463.7992415;1919.960319;4.667943758;-15.65753137;0.897010751;16.35206035;-0.116578147;0.440375067;-6.94E-18
1.907;-465.1760636;1896.643463;3.437598178;-14.75260793;0.945357268;16.00213496;-0.118076966;0.439997595;-6.94E-18
1.908;-466.5907326;1873.417916;2.207682134;-13.83778618;1.002606495;15.61272316;-0.119592734;0.439610489;-2.78E-17
1.909;-467.9823181;1850.092126;0.973431891;-12.92543582;1.061951106;15.18850556;-0.121125559;0.439213527;0
1.91;-469.3454323;1826.659534;-0.266115501;-12.01672613;1.123167314;14.7298788;-0.122675554;0.438806483;-6.94E-18
1.911;-469.7215011;1802.590121;-1.338399398;-11.22268589;1.170864948;14.59341697;-0.124242832;0.438389127;1.39E-17
1.912;-470.1201934;1778.614088;-2.413036561;-10.41926508;1.228591921;14.41909596;-0.125827503;0.437961222;0
1.913;-470.5368582;1754.716191;-3.490876572;-9.607836301;1.296099647;14.20669214;-0.127429655;0.437522536;-2.08E-17
1.914;-470.9071649;1730.726563;-4.57601829;-8.801819301;1.365708721;13.96329257;-0.129049353;0.437072835;0
1.915;-471.2252551;1706.641652;-5.669218907;-8.002205734;1.437134476;13.68964615;-0.130686667;0.436611881;6.94E-18
1.916;-471.5241692;1682.556855;-6.768852367;-7.202567908;1.514710855;13.3817352;-0.132341669;0.436139431;-1.39E-17
1.917;-471.8376004;1658.556978;-7.875058207;-6.395739462;1.604019404;13.03452814;-0.134014421;0.435655239;0
1.918;-472.1604259;1634.628912;-8.988456228;-5.583295493;1.704671523;12.6480504;-0.135704965;0.435159061;0
1.919;-472.4270181;1610.623906;-10.11093301;-4.778755354;1.807642409;12.23114271;-0.137413317;0.434650658;6.94E-18
1.92;-472.6316235;1586.539817;-11.24266118;-3.982864426;1.912435023;11.78460614;-0.139139496;0.434129782;0
1.921;-472.7843536;1564.595535;-12.25365374;-3.205278283;2.066253202;11.61691839;-0.140883522;0.433596183;2.78E-17
1.922;-472.9464986;1542.725901;-13.27186197;-2.423993147;2.232291727;11.41376423;-0.142645405;0.43304961;-1.39E-17
1.923;-473.112651;1520.918916;-14.29716842;-1.640717925;2.409802905;11.17532452;-0.144425129;0.432489815;3.47E-17
1.924;-473.2173882;1499.044596;-15.32857958;-0.868060705;2.588293386;10.91155974;-0.146222657;0.431916553;-2.08E-17
1.925;-473.2643976;1477.1025;-16.36479127;-0.106656736;2.766859751;10.61931913;-0.148037948;0.431329576;-6.94E-18
1.926;-473.2679052;1455.162684;-17.40697489;0.650010134;2.951004895;10.30113962;-0.149870965;0.430728633;-3.47E-17
1.927;-473.2706909;1433.289406;-18.45515777;1.407232861;3.146573421;9.94650135;-0.151721657;0.430113472;-2.78E-17
1.928;-473.2673587;1411.471724;-19.5084304;2.163234962;3.352388654;9.555523939;-0.153589947;0.429483846;-6.94E-18
1.929;-473.1997784;1389.585619;-20.56361948;2.907088002;3.556996726;9.134294001;-0.155475733;0.428839516;2.08E-17
1.93;-473.0729472;1367.610887;-21.61959303;3.638311926;3.75948597;8.674864155;-0.157378925;0.428180231;-6.94E-18
1.931;-473.6381421;1349.370491;-22.52109668;4.344530764;4.010420967;8.458340669;-0.159299447;0.427505731;1.39E-17
1.932;-474.2132567;1331.178344;-23.42145138;5.045801117;4.269561061;8.206580523;-0.161237215;0.426815752;-1.39E-17
1.933;-474.793596;1313.024935;-24.31921123;5.740385561;4.53540548;7.919564929;-0.163192118;0.426110037;-6.94E-18
1.934;-475.3177119;1294.816469;-25.21169336;6.420519448;4.796882716;7.608483216;-0.165164025;0.425388335;-6.94E-18
1.935;-475.7810325;1276.552455;-26.09855006;7.086449445;5.053337761;7.273937782;-0.167152799;0.424650392;0
1.936;-476.2163807;1258.285891;-26.97975558;7.741843674;5.309947798;6.908995458;-0.169158307;0.423895952;0
1.937;-476.6549513;1240.06057;-27.85414872;8.388381169;5.571118162;6.506399879;-0.171180397;0.423124759;0
1.938;-477.0923605;1221.869273;-28.72040798;9.024584236;5.835331195;6.066199205;-0.173218899;0.422336565;2.08E-17
1.939;-477.4690476;1203.635344;-29.57859879;9.646595405;6.093333755;5.600468026;-0.175273613;0.421531131;3.47E-17
1.94;-477.7804589;1185.358978;-30.42913022;10.25510458;6.344873744;5.10990994;-0.177344341;0.420708214;1.39E-17
1.941;-477.8451765;1168.517726;-31.0372223;10.77467593;6.594415494;4.926094544;-0.179430881;0.419867572;6.94E-18
1.942;-477.9067658;1151.715457;-31.63277211;11.28182507;6.844064672;4.708127028;-0.181533018;0.419008966;2.78E-17
1.943;-477.9610363;1134.947031;-32.21500274;11.77552018;7.092554711;4.456272954;-0.183650514;0.418132165;6.94E-18
1.944;-477.9494632;1118.149419;-32.78813605;12.25631469;7.333495206;4.183620438;-0.185783105;0.417236948;-1.39E-17
1.945;-477.8672414;1101.322737;-33.35329897;12.72529449;7.567075357;3.891038081;-0.187930525;0.416323094;6.94E-18
1.946;-477.7454427;1084.504205;-33.9083044;13.18228676;7.796700678;3.570890807;-0.190092506;0.415390382;1.39E-17
1.947;-477.6142436;1067.725002;-34.44842451;13.62460727;8.023911467;3.215219789;-0.192268766;0.414438599;-6.94E-18
1.948;-477.4717483;1050.981049;-34.96784429;14.05169269;8.247661619;2.823428015;-0.194459002;0.413467539;-6.94E-18
1.949;-477.2535962;1034.217921;-35.48643325;14.46867032;8.46525036;2.411801043;-0.196662882;0.41247701;1.39E-17
1.95;-476.9578692;1017.435333;-36.00027737;14.87677885;8.676976732;1.979895562;-0.198880075;0.411466822;0
1.951;-475.5745941;1000.432174;-36.23672626;15.15534287;8.850371276;1.893875029;-0.201110247;0.410436785;-6.94E-18
1.952;-474.1582503;983.475076;-36.45765049;15.41925458;9.018856923;1.776258814;-0.20335305;0.409386719;1.39E-17
1.953;-472.704105;966.5599726;-36.66348695;15.66860846;9.181953598;1.627503171;-0.205608114;0.408316456;6.94E-18
1.954;-471.1532399;949.6402056;-36.86649359;15.91200607;9.339525558;1.462137184;-0.207875044;0.407225841;-1.39E-17
1.955;-469.4999855;932.7147851;-37.06833236;16.15094327;9.492257553;1.28107307;-0.210153445;0.406114723;-1.39E-17
1.956;-467.7744187;915.8098854;-37.26301017;16.3813314;9.640596609;1.075883763;-0.21244292;0.404982955;6.94E-18
1.957;-466.0056511;898.946686;-37.44257072;16.5972599;9.783325419;0.837866099;-0.214743059;0.4038304;2.78E-17
1.958;-464.1887423;882.1214694;-37.60782852;16.7993214;9.920298511;0.567522434;-0.217053432;0.402656934;6.94E-18
1.959;-462.26506;865.295366;-37.77380698;16.9989609;10.05391571;0.280029959;-0.219373587;0.401462449;1.39E-17
1.96;-460.2290366;848.4681755;-37.94216229;17.19767072;10.18493518;-0.02362173;-0.22170307;0.400246844;-2.08E-17
1.961;-457.3156605;831.8884313;-37.83656235;17.23242967;10.25169256;0.006988669;-0.22404143;0.39901002;-6.94E-18
1.962;-454.338278;815.3555417;-37.71703278;17.2552638;10.31176413;0.008642642;-0.226388201;0.397751891;-6.94E-18
1.963;-451.2922883;798.8681644;-37.58471413;17.26721811;10.36533571;-0.017910796;-0.228742902;0.396472388;-6.94E-18
1.964;-448.1200451;782.3940106;-37.45753835;17.28210815;10.41704525;-0.057237403;-0.23110503;0.395171458;6.94E-18
1.965;-444.8171489;765.9379163;-37.33537426;17.30029884;10.46731519;-0.109336246;-0.233474081;0.393849053;0
1.966;-441.4169025;749.5258842;-37.2105369;17.31602647;10.51456701;-0.184099693;-0.235849553;0.392505133;2.08E-17
1.967;-437.9487271;733.1776102;-37.0733893;17.32208807;10.55600018;-0.289812168;-0.238230935;0.391139668;-3.47E-17
1.968;-434.4085565;716.8917134;-36.9258499;17.32051645;10.59252234;-0.425867805;-0.240617699;0.389752648;-2.08E-17
1.969;-430.7411424;700.6451901;-36.78762766;17.32618156;10.63034618;-0.57625728;-0.243009298;0.388344082;-6.94E-18
1.97;-426.945311;684.4482625;-36.66269628;17.33937239;10.66977645;-0.739149344;-0.245405187;0.386913985;-2.08E-17
1.971;-422.853123;669.0110968;-36.35217597;17.20690305;10.64370222;-0.683947667;-0.247804825;0.385462382;1.39E-17
1.972;-418.6893282;653.6605096;-36.03343581;17.07010437;10.61405341;-0.654007955;-0.250207664;0.383989311;0
1.973;-414.452054;638.4042837;-35.70848287;16.93043958;10.58168711;-0.647144533;-0.25261314;0.382494828;6.94E-18
1.974;-410.0869268;623.2236493;-35.39495067;16.80057318;10.55240199;-0.647007583;-0.255020677;0.380979013;1.39E-17
1.975;-405.5900846;608.1205942;-35.09408173;16.68142695;10.52695918;-0.652358083;-0.2574297;0.37944195;-6.94E-18
1.976;-400.9928583;593.1152504;-34.79688177;16.56666062;10.5029847;-0.671107353;-0.259839641;0.377883736;-2.08E-17
1.977;-396.3270924;578.2325426;-34.4953475;16.4515392;10.47915567;-0.709734731;-0.262249926;0.37630448;-6.94E-18
1.978;-391.5910458;563.4785783;-34.19122923;16.33754344;10.45651851;-0.766102798;-0.264659972;0.374704313;-6.94E-18
1.979;-386.7283483;548.8247036;-33.90058006;16.23488015;10.43937559;-0.825974263;-0.267069179;0.373083385;-6.94E-18
1.98;-381.7346925;534.2697386;-33.62417004;16.14388222;10.42800838;-0.888525996;-0.26947696;0.371441858;3.47E-17
1.981;-377.5382067;521.165034;-33.30357535;15.96861064;10.38354495;-0.937033761;-0.271882729;0.369779902;3.47E-17
1.982;-373.2881798;508.2000705;-32.98272993;15.79685757;10.3425688;-0.998271761;-0.274285902;0.368097702;4.16E-17
1.983;-368.9822428;495.377413;-32.66301069;15.62964947;10.30577921;-1.070432632;-0.276685885;0.366395465;0
1.984;-364.5591315;482.6484086;-32.35751777;15.47367695;10.27458932;-1.143406396;-0.279082074;0.364673418;0
1.985;-360.0132675;470.0066901;-32.06637947;15.32860279;10.24856142;-1.217254417;-0.281473874;0.362931801;-1.39E-17
1.986;-355.3777925;457.4783632;-31.78193598;15.19015873;10.2265076;-1.297604332;-0.283860701;0.36117086;0
1.987;-350.6870102;445.0985395;-31.49845016;15.056187;10.20903242;-1.387494939;-0.286241968;0.359390859;-6.94E-18
1.988;-345.9368903;432.8640106;-31.21667496;14.92698364;10.19605921;-1.485985973;-0.288617086;0.357592081;0
1.989;-341.0612207;420.7065454;-30.94646869;14.8056599;10.18573045;-1.587750586;-0.290985458;0.355774833;6.94E-18
1.99;-336.053431;408.6164595;-30.68753616;14.69138507;10.17698437;-1.693652622;-0.293346499;0.353939428;2.08E-17
1.991;-332.358985;398.2961106;-30.46255724;14.57246854;10.1790275;-1.821809458;-0.295699635;0.352086192;-1.39E-17
1.992;-328.6119294;388.0992594;-30.23750508;14.45658525;10.18368588;-1.954458829;-0.298044296;0.350215465;-1.39E-17
1.993;-324.799882;378.0345962;-30.01288458;14.34350688;10.1901393;-2.083975782;-0.3003799;0.348327611;2.08E-17
1.994;-320.8646896;367.998591;-29.79593282;14.233768;10.19444717;-2.219791175;-0.302705854;0.34642303;-1.39E-17
1.995;-316.7998018;357.9817151;-29.58639079;14.12649632;10.19543841;-2.363155408;-0.305021573;0.34450213;-2.08E-17
1.996;-312.6390587;348.01827;-29.37909664;14.01987037;10.19359687;-2.516627123;-0.307326488;0.342565329;6.94E-18
1.997;-308.411125;338.1356837;-29.16971051;13.91241173;10.18913923;-2.68243298;-0.309620036;0.340613061;-3.47E-17
1.998;-304.1092129;328.3242037;-28.95850757;13.80350112;10.18082638;-2.861189454;-0.311901654;0.338645777;1.39E-17
1.999;-299.6709814;318.5138143;-28.7523606;13.69357987;10.16534169;-3.052732546;-0.314170783;0.336663951;-2.78E-17
0.774;-228.2919937;241.4616772;-29.46288926;15.43975792;10.70570032;-1.939867649;-0.316152819;0.334911881;1.39E-17
0.775;-227.9431095;237.2366791;-29.3771572;15.36646112;10.7694475;-2.186904462;-0.31828964;0.333000712;-1.39E-17
0.776;-227.5367071;232.9664595;-29.29086026;15.29388347;10.83108441;-2.448687462;-0.320411604;0.331079597;-2.78E-17
0.777;-227.0983755;228.6829282;-29.20141782;15.22140656;10.8916433;-2.724544371;-0.322518287;0.329149034;-2.78E-17
0.778;-226.6187826;224.369053;-29.10832031;15.1479575;10.94922073;-3.017018841;-0.324609271;0.327209532;1.39E-17
0.779;-226.0378149;219.941028;-29.01454688;15.0717129;10.99767886;-3.333048113;-0.326684147;0.325261614;0
0.78;-225.35387;215.4259454;-29.0554707;15.10265397;11.07694767;-3.664610341;-0.32874252;0.323305805;-1.39E-17
0.781;-224.9776054;211.3449681;-28.93275262;15.01333018;11.12248022;-4.001243485;-0.330784012;0.321342636;-2.78E-17
0.782;-224.5509323;207.2058191;-28.8027593;14.91952986;11.15940747;-4.360201407;-0.332808256;0.319372643;-1.39E-17
0.783;-224.0672263;202.9990319;-28.665554;14.82046614;11.18624334;-4.743039408;-0.334814894;0.317396372;-4.16E-17
0.784;-223.4891382;198.6903015;-28.52636416;14.71638138;11.20083823;-5.149499801;-0.336803577;0.315414378;0
0.785;-222.817999;194.2877906;-28.38614375;14.60752652;11.20356255;-5.578421581;-0.338773973;0.31342722;-2.78E-17
0.786;-222.0772734;189.8194959;-28.24268051;14.49366121;11.19557086;-6.029132172;-0.340725764;0.311435456;0
0.787;-221.2755262;185.2843011;-28.09287443;14.37306459;11.17531684;-6.505532535;-0.342658647;0.309439651;-2.78E-17
0.788;-220.4103278;180.6824317;-27.93762206;14.24577805;11.14267444;-7.007439643;-0.344572327;0.307440375;1.39E-17
0.789;-219.4678609;176.0267824;-27.78418613;14.11513165;11.1009396;-7.526683623;-0.346466521;0.305438206;0
0.79;-218.4527998;171.331073;-27.63385446;13.98214643;11.05175752;-8.060713798;-0.348340963;0.30343372;1.39E-17
0.791;-215.6918345;167.2222888;-27.28080949;13.78263388;10.97596849;-7.900546868;-0.3501954;0.301427494;-1.39E-17
0.792;-212.8547638;163.0833863;-26.92349231;13.57756204;10.88894055;-7.756216472;-0.352029594;0.299420109;-2.78E-17
0.793;-209.9431301;158.9218608;-26.56320255;13.3677657;10.79193754;-7.626128457;-0.353843317;0.297412147;1.39E-17
0.794;-206.9607425;154.7805067;-26.20739809;13.15873504;10.69195243;-7.496927297;-0.355636354;0.295404196;2.78E-17
0.795;-203.9134646;150.6726807;-25.85697798;12.95166163;10.59094063;-7.365926252;-0.357408505;0.293396838;2.78E-17
0.796;-200.8072082;146.5911911;-25.50884831;12.74489537;10.48746247;-7.237585652;-0.359159586;0.291390657;2.78E-17
0.797;-197.6416621;142.5208249;-25.16059506;12.53649408;10.37987379;-7.117315115;-0.360889424;0.289386236;-5.55E-17
0.798;-194.4204246;138.471598;-24.81323772;12.32754365;10.26997522;-7.002780409;-0.362597859;0.287384157;2.78E-17
0.799;-191.1552032;134.4936429;-24.47252918;12.12368047;10.16479118;-6.879564049;-0.364284745;0.285385003;-1.39E-17
0.8;-187.8506557;130.5954605;-24.13856334;11.92561419;10.06544605;-6.745736425;-0.365949948;0.283389353;2.78E-17
0.801;-183.6852999;126.1708899;-23.74810465;11.67254139;9.954053563;-6.58637453;-0.367593351;0.281397782;-1.39E-17
0.802;-179.4699814;121.8027602;-23.35900154;11.42162592;9.844661454;-6.426331416;-0.369214848;0.279410861;0
0.803;-175.2087225;117.4996992;-22.97154322;11.17364597;9.738494639;-6.263420066;-0.370814346;0.27742916;-1.39E-17
0.804;-170.9131008;113.3021467;-22.58895058;10.93265618;9.639298987;-6.085871932;-0.372391764;0.275453246;-1.39E-17
0.805;-166.5844795;109.2103232;-22.2106768;10.69870788;9.54684349;-5.89345672;-0.373947036;0.273483678;0
0.806;-162.2202164;105.2049489;-21.83404549;10.46956147;9.458881044;-5.692006001;-0.375480106;0.271521011;-2.78E-17
0.807;-157.8267027;101.2879155;-21.45706734;10.24361808;9.374853706;-5.482192468;-0.376990933;0.269565795;1.39E-17
0.808;-153.4006311;97.45281838;-21.07952259;10.02130321;9.294856264;-5.264970592;-0.378479487;0.267618575;6.94E-18
0.809;-148.9258988;93.68279655;-20.7034405;9.805552472;9.219057489;-5.041667388;-0.379945749;0.26567989;0
0.81;-144.4636629;90.08230382;-20.32669515;9.593439855;9.14479175;-4.78980373;-0.381389714;0.263750268;0
0.811;-141.6091558;87.23134902;-20.04203278;9.417333602;9.091814488;-4.6931118;-0.382811386;0.261830234;-5.55E-17
0.812;-138.4855953;84.01396134;-19.75998092;9.253950893;9.046226941;-4.683318395;-0.384210774;0.259920317;6.94E-18
0.813;-135.4164955;80.99210946;-19.47254368;9.089644681;8.999001579;-4.638142669;-0.385587917;0.258021009;2.08E-17
0.814;-133.7111866;80.39633735;-19.15390281;8.868746733;8.912491355;-4.061249489;-0.38694289;0.256132761;-2.78E-17
0.815;-132.344464;80.45739344;-18.81947244;8.63031548;8.800260945;-3.335705612;-0.388275708;0.254256108;6.94E-18
0.816;-129.5257808;78.16160206;-18.49635183;8.448130311;8.700430468;-3.134470733;-0.389586377;0.252391611;-2.78E-17
0.817;-126.146062;75.01738535;-18.1756159;8.288040743;8.605236319;-3.130502024;-0.390874988;0.250539714;1.39E-17
0.818;-123.0637256;72.44746527;-17.85062681;8.115996945;8.503459183;-3.006838409;-0.392141648;0.248700841;2.78E-17
0.819;-119.9718451;69.94235688;-17.52878396;7.946139156;8.401259461;-2.876436418;-0.393386438;0.246875455;-4.16E-17
0.82;-116.7834207;67.35967185;-17.21087426;7.782134461;8.3000828;-2.771564106;-0.394609451;0.245064009;-3.47E-17
0.821;-116.5705949;67.01655942;-16.86820941;7.542993975;8.174765617;-2.557997905;-0.395810795;0.243266934;-6.94E-18
0.822;-116.3578411;66.69520992;-16.52444766;7.304829737;8.04728335;-2.340665002;-0.396990583;0.241484654;1.39E-17
0.823;-116.1287041;66.36917506;-16.18001702;7.06846942;7.918075325;-2.125675948;-0.398148938;0.239717584;2.08E-17
0.824;-115.8878681;66.04776245;-15.83910371;6.83533212;7.788926847;-1.910665163;-0.399285988;0.237966129;-2.08E-17
0.825;-115.6370542;65.73363933;-15.50184406;6.605365428;7.659912783;-1.69506496;-0.400401869;0.236230681;-1.39E-17
0.826;-115.3754193;65.42429607;-15.16583849;6.377665305;7.530042787;-1.479689381;-0.401496725;0.234511623;-6.94E-18
0.827;-115.1037476;65.1199852;-14.82905612;6.151422617;7.398451496;-1.264675206;-0.402570705;0.232809327;1.39E-17
0.828;-114.822348;64.82118159;-14.49178713;5.926732109;7.265289264;-1.049944083;-0.403623965;0.231124152;2.08E-17
0.829;-114.530149;64.52762899;-14.15771131;5.704997566;7.132220858;-0.835363563;-0.404656668;0.229456449;-3.47E-17
0.83;-114.2275045;64.23728185;-13.82690553;5.486215716;6.999323516;-0.621873345;-0.40566898;0.227806554;-2.08E-17
0.831;-114.8143976;64.55770574;-13.53527469;5.296543068;6.890066498;-0.377924077;-0.406661076;0.226174794;-6.94E-18
0.832;-115.396346;64.87594748;-13.24283965;5.107917038;6.779381651;-0.134572993;-0.407633134;0.224561481;6.94E-18
0.833;-115.9732335;65.19209724;-12.94983947;4.92042393;6.667398736;0.108141604;-0.408585338;0.222966916;1.39E-17
0.834;-116.5441534;65.50620123;-12.65945665;4.735235523;6.555569894;0.350353358;-0.409517876;0.221391388;-1.39E-17
0.835;-117.1090613;65.81836868;-12.37176002;4.552348295;6.443957882;0.592013929;-0.410430941;0.219835177;-6.25E-17
0.836;-117.6684452;66.1287399;-12.08486739;4.371045572;6.331745663;0.832964623;-0.411324726;0.218298549;6.94E-18
0.837;-118.222697;66.43746943;-11.79719113;4.190734308;6.218242227;1.073080421;-0.412199432;0.21678176;-4.16E-17
0.838;-118.7717399;66.74466301;-11.5089203;4.011476608;6.103555013;1.312330184;-0.413055259;0.215285055;-2.08E-17
0.839;-119.3148219;67.05035499;-11.22281874;3.834255829;5.988959351;1.550811148;-0.413892413;0.213808665;-6.25E-17
0.84;-119.8519171;67.35465106;-10.9389354;3.659062543;5.874506331;1.788481107;-0.414711101;0.212352814;4.16E-17
0.841;-120.6772928;67.85684009;-10.71692638;3.527828494;5.793962684;2.040076633;-0.41551153;0.210917711;2.78E-17
0.842;-121.4987599;68.35562232;-10.49395017;3.397047081;5.712341474;2.290520265;-0.416293912;0.209503558;-1.39E-17
0.843;-122.3162164;68.85115271;-10.27016048;3.266771276;5.629727821;2.539788738;-0.41705846;0.208110543;0
0.844;-123.1289791;69.34350194;-10.04802059;3.137856738;5.547263406;2.787956026;-0.417805386;0.206738843;-6.94E-18
0.845;-123.936984;69.83282438;-9.827590931;3.010306515;5.46499639;3.034991582;-0.418534907;0.205388627;2.78E-17
0.846;-124.7405564;70.31932978;-9.607411629;2.883599383;5.382277328;3.280803942;-0.419247236;0.204060052;1.39E-17
0.847;-125.5399781;70.80324514;-9.386176737;2.757278073;5.298523102;3.525322867;-0.419942591;0.202753263;6.94E-18
0.848;-126.3351701;71.28473162;-9.164027205;2.631387854;5.213812625;3.768533625;-0.420621188;0.201468397;-2.08E-17
0.849;-127.125518;71.76384085;-8.943243459;2.506697381;5.129210855;4.010494334;-0.421283243;0.20020558;-6.94E-18
0.85;-127.9109681;72.24073067;-8.723901546;2.383215022;5.044771336;4.25118541;-0.421928973;0.198964927;1.39E-17
0.851;-128.7242932;72.68916345;-8.572393968;2.305180893;4.990199854;4.470320342;-0.422558595;0.197746545;0
0.852;-129.533439;73.13544969;-8.419904566;2.227282985;4.934807881;4.687916997;-0.423172324;0.196550529;1.39E-17
0.853;-130.3383349;73.57976548;-8.266593268;2.149575084;4.878679251;4.903975422;-0.423770376;0.195376966;6.94E-18
0.854;-131.1384298;74.02217799;-8.114607462;2.072765822;4.822819777;5.118553614;-0.424352965;0.194225933;0
0.855;-131.9336805;74.46284931;-7.964046008;1.996875874;4.767288698;5.331642346;-0.424920305;0.193097497;2.78E-17
0.856;-132.7243565;74.9020256;-7.813718759;1.921503663;4.711545877;5.543204485;-0.425472607;0.191991718;0
0.857;-133.5106934;75.33995923;-7.662543147;1.846290088;4.655098333;5.753216294;-0.426010083;0.190908645;-1.39E-17
0.858;-134.2926251;75.77682125;-7.510697879;1.77129102;4.598038325;5.961685635;-0.426532941;0.18984832;2.78E-17
0.859;-135.0696652;76.21266492;-7.36018095;1.697147536;4.541306928;6.168659249;-0.42704139;0.188810778;0
0.86;-135.841779;76.64765708;-7.2110876;1.623877553;4.484960409;6.374139222;-0.427535634;0.187796042;-2.08E-17
0.861;-136.7657546;77.21196855;-7.139596344;1.596595639;4.466058809;6.60073061;-0.428015877;0.186804131;-6.94E-18
0.862;-137.6858424;77.77507393;-7.067691648;1.569513311;4.446787275;6.825742301;-0.42848232;0.185835055;-6.94E-18
0.863;-138.6019756;78.33716785;-6.995535445;1.542681346;4.427226435;7.049187134;-0.428935163;0.184888816;-2.08E-17
0.864;-139.5137389;78.89832887;-6.924919611;1.516663562;4.40822099;7.271100815;-0.429374601;0.183965411;-3.47E-17
0.865;-140.4211045;79.45874581;-6.85590011;1.491468659;4.389804117;7.491488621;-0.429800829;0.183064828;6.94E-18
0.866;-141.3242796;80.01868614;-6.787478131;1.466774859;4.371513481;7.71034445;-0.430214039;0.18218705;-2.78E-17
